Qty_Sold,Week_End_Date,Product_ID,Year,Month,Quarter,ISO_Week,Week_Number,Month_Start,Month_End,Lag_1,Lag_2,Lag_3,Lag_4,Lag_8,Lag_12,Rolling_Mean_4,Rolling_Mean_8,Rolling_Std_4,Rolling_Max_4,Rolling_Min_4,Discount_Flag,Returns_Rate,Inventory_Ratio,Promo_Flag,Holiday_Flag,Rainfall,Avg_Temperature,Season,Demand_Class
78,2024-02-17,TE008,2024,2,1,7,6,2024-02-01,2024-02-29 23:59:59.999999,75.0,84.0,78.0,47.0,85.0,52.0,71.0,66.75,16.431676725154983,84.0,47.0,0,0.038461538461538464,5.128205128205129,0,0,37.3,22.74,Fall,Smooth
72,2024-02-24,TE008,2024,2,1,8,7,2024-02-01,2024-02-29 23:59:59.999999,78.0,75.0,84.0,78.0,57.0,58.0,78.75,65.875,3.774917217635375,84.0,75.0,1,0.05555555555555555,5.361111111111111,0,0,17.49,21.27,Fall,Smooth
82,2024-03-02,TE008,2024,3,1,9,8,2024-03-01,2024-03-31 23:59:59.999999,72.0,78.0,75.0,84.0,60.0,79.0,77.25,67.75,5.123475382979799,84.0,72.0,1,0.036585365853658534,4.829268292682927,1,0,43.8,32.17,Summer,Smooth
81,2024-03-09,TE008,2024,3,1,10,9,2024-03-01,2024-03-31 23:59:59.999999,82.0,72.0,78.0,75.0,48.0,62.0,76.75,70.5,4.272001872658765,82.0,72.0,1,0.037037037037037035,4.765432098765432,0,0,16.85,29.95,Summer,Smooth
47,2024-03-16,TE008,2024,3,1,11,10,2024-03-01,2024-03-31 23:59:59.999999,81.0,82.0,72.0,78.0,47.0,85.0,78.25,74.625,4.5,82.0,72.0,1,0.02127659574468085,8.212765957446809,0,0,35.38,30.25,Summer,Smooth
84,2024-03-23,TE008,2024,3,1,12,11,2024-03-01,2024-03-31 23:59:59.999999,47.0,81.0,82.0,72.0,78.0,57.0,70.5,74.625,16.299284237863535,82.0,47.0,1,0.047619047619047616,4.261904761904762,0,0,28.84,32.69,Summer,Smooth
77,2024-03-30,TE008,2024,3,1,13,12,2024-03-01,2024-03-31 23:59:59.999999,84.0,47.0,81.0,82.0,84.0,60.0,73.5,75.375,17.710637105046974,84.0,47.0,1,0.03896103896103896,4.753246753246753,1,0,7.49,25.79,Summer,Smooth
69,2024-04-06,TE008,2024,4,2,14,13,2024-04-01,2024-04-30 23:59:59.999999,77.0,84.0,47.0,81.0,75.0,48.0,72.25,74.5,17.075811352124187,84.0,47.0,1,0.028985507246376812,5.318840579710145,0,0,49.01,29.04,Summer,Smooth
84,2024-04-13,TE008,2024,4,2,15,14,2024-04-01,2024-04-30 23:59:59.999999,69.0,77.0,84.0,47.0,78.0,47.0,69.25,73.75,16.04940289647354,84.0,47.0,0,0.011904761904761904,4.238095238095238,0,0,44.23,32.64,Summer,Smooth
67,2024-04-20,TE008,2024,4,2,16,15,2024-04-01,2024-04-30 23:59:59.999999,84.0,69.0,77.0,84.0,72.0,78.0,78.5,74.5,7.141428428542846,84.0,69.0,1,0.04477611940298507,5.402985074626866,0,0,19.41,27.92,Summer,Smooth
66,2024-04-27,TE008,2024,4,2,17,16,2024-04-01,2024-04-30 23:59:59.999999,67.0,84.0,69.0,77.0,82.0,84.0,74.25,73.875,7.804912982645394,84.0,67.0,1,0.030303030303030304,5.333333333333333,1,0,17.33,26.21,Summer,Smooth
61,2024-05-04,TE008,2024,5,2,18,17,2024-05-01,2024-05-31 23:59:59.999999,66.0,67.0,84.0,69.0,81.0,75.0,71.5,71.875,8.426149773176355,84.0,66.0,1,0.06557377049180328,5.655737704918033,0,0,18.25,27.95,Summer,Smooth
62,2024-05-11,TE008,2024,5,2,19,18,2024-05-01,2024-05-31 23:59:59.999999,61.0,66.0,67.0,84.0,47.0,78.0,69.5,69.375,10.016652800877809,84.0,61.0,1,0.06451612903225806,5.854838709677419,0,0,28.7,30.92,Summer,Smooth
78,2024-05-18,TE008,2024,5,2,20,19,2024-05-01,2024-05-31 23:59:59.999999,62.0,61.0,66.0,67.0,84.0,72.0,64.0,71.25,2.943920288775944,67.0,61.0,1,0.0641025641025641,4.4743589743589745,0,0,6.33,27.62,Summer,Smooth
85,2024-05-25,TE008,2024,5,2,21,20,2024-05-01,2024-05-31 23:59:59.999999,78.0,62.0,61.0,66.0,77.0,82.0,66.75,70.5,7.804912982645395,78.0,61.0,1,0.07058823529411765,4.0,0,0,46.88,32.36,Summer,Smooth
68,2024-06-01,TE008,2024,6,2,22,21,2024-06-01,2024-06-30 23:59:59.999999,85.0,78.0,62.0,61.0,69.0,81.0,71.5,71.5,11.902380714238081,85.0,61.0,1,0.029411764705882353,5.25,0,0,169.8,22.17,Monsoon,Smooth
63,2024-06-08,TE008,2024,6,2,23,22,2024-06-01,2024-06-30 23:59:59.999999,68.0,85.0,78.0,62.0,84.0,47.0,73.25,71.375,10.242883708539633,85.0,62.0,1,0.031746031746031744,5.634920634920635,0,0,80.85,21.35,Monsoon,Smooth
61,2024-06-15,TE008,2024,6,2,24,23,2024-06-01,2024-06-30 23:59:59.999999,63.0,68.0,85.0,78.0,67.0,84.0,73.5,68.75,9.88264472024906,85.0,63.0,1,0.04918032786885246,5.508196721311475,0,0,123.46,22.47,Monsoon,Smooth
72,2024-06-22,TE008,2024,6,2,25,24,2024-06-01,2024-06-30 23:59:59.999999,61.0,63.0,68.0,85.0,66.0,77.0,69.25,68.0,10.904891868637058,85.0,61.0,1,0.027777777777777776,4.763888888888889,0,0,186.1,25.98,Monsoon,Smooth
72,2024-06-29,TE008,2024,6,2,26,25,2024-06-01,2024-06-30 23:59:59.999999,72.0,61.0,63.0,68.0,61.0,69.0,66.0,68.75,4.966554808583776,72.0,61.0,1,0.06944444444444445,5.041666666666667,0,0,35.44,25.89,Monsoon,Smooth
78,2024-07-06,TE008,2024,7,3,27,26,2024-07-01,2024-07-31 23:59:59.999999,72.0,72.0,61.0,63.0,62.0,84.0,67.0,70.125,5.830951894845297,72.0,61.0,0,0.038461538461538464,4.487179487179487,1,0,160.33,28.9,Monsoon,Smooth
62,2024-07-13,TE008,2024,7,3,28,27,2024-07-01,2024-07-31 23:59:59.999999,78.0,72.0,72.0,61.0,78.0,67.0,70.75,72.125,7.088723439378911,78.0,61.0,1,0.06451612903225806,5.612903225806452,0,0,181.63,21.04,Monsoon,Smooth
64,2024-07-20,TE008,2024,7,3,29,28,2024-07-01,2024-07-31 23:59:59.999999,62.0,78.0,72.0,72.0,85.0,66.0,71.0,70.125,6.633249580710798,78.0,62.0,1,0.015625,5.15625,0,0,92.55,20.01,Monsoon,Smooth
60,2024-07-27,TE008,2024,7,3,30,29,2024-07-01,2024-07-31 23:59:59.999999,64.0,62.0,78.0,72.0,68.0,61.0,69.0,67.5,7.393691004272944,78.0,62.0,0,0.05,5.366666666666666,0,0,66.33,27.59,Monsoon,Smooth
51,2024-08-03,TE008,2024,8,3,31,30,2024-08-01,2024-08-31 23:59:59.999999,60.0,64.0,62.0,78.0,63.0,62.0,66.0,66.5,8.16496580927726,78.0,60.0,1,0.058823529411764705,6.901960784313726,0,0,160.46,25.86,Monsoon,Smooth
47,2024-08-10,TE008,2024,8,3,32,31,2024-08-01,2024-08-31 23:59:59.999999,51.0,60.0,64.0,62.0,61.0,78.0,59.25,65.0,5.737304826019502,64.0,51.0,1,0.0425531914893617,7.0,0,0,10.41,26.3,Monsoon,Smooth
65,2024-08-17,TE008,2024,8,3,33,32,2024-08-01,2024-08-31 23:59:59.999999,47.0,51.0,60.0,64.0,72.0,85.0,55.5,63.25,7.852812659593165,64.0,47.0,0,0.03076923076923077,4.953846153846154,0,0,162.56,29.44,Monsoon,Smooth
59,2024-08-24,TE008,2024,8,3,34,33,2024-08-01,2024-08-31 23:59:59.999999,65.0,47.0,51.0,60.0,72.0,68.0,55.75,62.375,8.220908303425682,65.0,47.0,0,0.05084745762711865,5.745762711864407,0,0,191.91,23.37,Monsoon,Smooth
55,2024-08-31,TE008,2024,8,3,35,34,2024-08-01,2024-08-31 23:59:59.999999,59.0,65.0,47.0,51.0,78.0,63.0,55.5,60.75,8.062257748298551,65.0,47.0,1,0.03636363636363636,6.0,1,0,153.8,22.09,Monsoon,Smooth
82,2024-09-07,TE008,2024,9,3,36,35,2024-09-01,2024-09-30 23:59:59.999999,55.0,59.0,65.0,47.0,62.0,61.0,56.5,57.875,7.54983443527075,65.0,47.0,1,0.036585365853658534,4.097560975609756,0,0,7.72,23.11,Fall,Smooth
67,2024-09-14,TE008,2024,9,3,37,36,2024-09-01,2024-09-30 23:59:59.999999,82.0,55.0,59.0,65.0,64.0,72.0,65.25,60.375,11.898879499067691,82.0,55.0,0,0.05970149253731343,4.686567164179104,1,0,4.05,19.27,Fall,Smooth
56,2024-09-21,TE008,2024,9,3,38,37,2024-09-01,2024-09-30 23:59:59.999999,67.0,82.0,55.0,59.0,60.0,72.0,65.75,60.75,11.926860441876563,82.0,55.0,1,0.07142857142857142,5.410714285714286,0,0,12.86,19.67,Fall,Smooth
59,2024-09-28,TE008,2024,9,3,39,38,2024-09-01,2024-09-30 23:59:59.999999,56.0,67.0,82.0,55.0,51.0,78.0,65.0,60.25,12.569805089976535,82.0,55.0,0,0.06779661016949153,5.169491525423729,0,0,6.88,22.67,Fall,Smooth
69,2024-10-05,TE008,2024,10,4,40,39,2024-10-01,2024-10-31 23:59:59.999999,59.0,56.0,67.0,82.0,47.0,62.0,66.0,61.25,11.633285577743434,82.0,56.0,0,0.043478260869565216,4.72463768115942,0,0,47.13,21.73,Fall,Smooth
69,2024-10-12,TE008,2024,10,4,41,40,2024-10-01,2024-10-31 23:59:59.999999,69.0,59.0,56.0,67.0,65.0,64.0,62.75,64.0,6.2383224240709705,69.0,56.0,1,0.07246376811594203,4.318840579710145,0,0,12.49,26.9,Fall,Smooth
60,2024-10-19,TE008,2024,10,4,42,41,2024-10-01,2024-10-31 23:59:59.999999,69.0,69.0,59.0,56.0,59.0,60.0,63.25,64.5,6.7515430335097015,69.0,56.0,1,0.05,5.266666666666667,0,0,4.09,23.85,Fall,Smooth
66,2024-10-26,TE008,2024,10,4,43,42,2024-10-01,2024-10-31 23:59:59.999999,60.0,69.0,69.0,59.0,55.0,51.0,64.25,64.625,5.5000000000000036,69.0,59.0,1,0.045454545454545456,4.96969696969697,0,0,9.99,22.64,Fall,Smooth
52,2024-11-02,TE008,2024,11,4,44,43,2024-11-01,2024-11-30 23:59:59.999999,66.0,60.0,69.0,69.0,82.0,47.0,66.0,66.0,4.24264068711929,69.0,60.0,1,0.057692307692307696,6.0576923076923075,1,0,19.71,27.7,Fall,Smooth
80,2024-11-09,TE008,2024,11,4,45,44,2024-11-01,2024-11-30 23:59:59.999999,52.0,66.0,60.0,69.0,67.0,65.0,61.75,62.25,7.500000000000003,69.0,52.0,0,0.05,3.7625,0,0,17.31,26.04,Fall,Smooth
76,2024-11-16,TE008,2024,11,4,46,45,2024-11-01,2024-11-30 23:59:59.999999,80.0,52.0,66.0,60.0,56.0,59.0,64.5,63.875,11.81806526749056,80.0,52.0,1,0.05263157894736842,4.25,0,0,7.56,23.43,Fall,Smooth
77,2024-11-23,TE008,2024,11,4,47,46,2024-11-01,2024-11-30 23:59:59.999999,76.0,80.0,52.0,66.0,59.0,55.0,68.5,66.375,12.476644848141936,80.0,52.0,0,0.03896103896103896,3.727272727272727,0,0,49.76,23.15,Fall,Smooth
79,2024-11-30,TE008,2024,11,4,48,47,2024-11-01,2024-11-30 23:59:59.999999,77.0,76.0,80.0,52.0,69.0,82.0,71.25,68.625,12.94539815275426,80.0,52.0,1,0.06329113924050633,3.721518987341772,1,0,34.85,19.46,Fall,Smooth
60,2024-12-07,TE008,2024,12,4,49,48,2024-12-01,2024-12-31 23:59:59.999999,79.0,77.0,76.0,80.0,69.0,67.0,78.0,69.875,1.8257418583505602,80.0,76.0,0,0.06666666666666667,5.066666666666666,0,0,16.23,15.57,Winter,Smooth
55,2024-12-14,TE008,2024,12,4,50,49,2024-12-01,2024-12-31 23:59:59.999999,60.0,79.0,77.0,76.0,60.0,56.0,73.0,68.75,8.755950357709132,79.0,60.0,1,0.05454545454545454,5.290909090909091,0,0,45.3,17.0,Winter,Smooth
65,2024-12-21,TE008,2024,12,4,51,50,2024-12-01,2024-12-31 23:59:59.999999,55.0,60.0,79.0,77.0,66.0,59.0,67.75,68.125,12.0381338531629,79.0,55.0,1,0.06153846153846154,4.4,1,1,8.21,16.58,Winter,Smooth
64,2024-12-28,TE008,2024,12,4,52,51,2024-12-01,2024-12-31 23:59:59.999999,65.0,55.0,60.0,79.0,52.0,69.0,64.75,68.0,10.3400515794974,79.0,55.0,1,0.03125,4.4375,0,1,29.42,15.96,Winter,Smooth
116,2023-01-07,TE009,2023,1,1,1,1,2023-01-01,2023-01-31 23:59:59.999999,,,,,,,,,,,,1,0.017241379310344827,4.379310344827586,1,1,15.3,11.04,Winter,Smooth
71,2023-01-14,TE009,2023,1,1,2,2,2023-01-01,2023-01-31 23:59:59.999999,116.0,,,,,,116.0,116.0,,116.0,116.0,1,0.056338028169014086,7.098591549295775,0,0,10.24,16.52,Winter,Smooth
68,2023-01-21,TE009,2023,1,1,3,3,2023-01-01,2023-01-31 23:59:59.999999,71.0,116.0,,,,,93.5,93.5,31.81980515339464,116.0,71.0,1,0.07352941176470588,7.0588235294117645,0,0,7.17,15.64,Winter,Smooth
117,2023-01-28,TE009,2023,1,1,4,4,2023-01-01,2023-01-31 23:59:59.999999,68.0,71.0,116.0,,,,85.0,85.0,26.888659319497503,116.0,68.0,1,0.03418803418803419,4.162393162393163,0,0,39.2,19.58,Winter,Smooth
100,2023-02-04,TE009,2023,2,1,5,5,2023-02-01,2023-02-28 23:59:59.999999,117.0,68.0,71.0,116.0,,,93.0,93.0,27.16615541441225,117.0,68.0,1,0.05,4.9,0,0,5.54,18.5,Fall,Smooth
107,2023-02-11,TE009,2023,2,1,6,6,2023-02-01,2023-02-28 23:59:59.999999,100.0,117.0,68.0,71.0,,,89.0,94.4,23.593784492248517,117.0,68.0,1,0.037383177570093455,4.691588785046729,0,0,43.19,18.93,Fall,Smooth
74,2023-02-18,TE009,2023,2,1,7,7,2023-02-01,2023-02-28 23:59:59.999999,107.0,100.0,117.0,68.0,,,98.0,96.5,21.18175315375634,117.0,68.0,0,0.05405405405405406,6.6891891891891895,0,0,48.31,27.25,Fall,Smooth
74,2023-02-25,TE009,2023,2,1,8,8,2023-02-01,2023-02-28 23:59:59.999999,74.0,107.0,100.0,117.0,,,99.5,93.28571428571429,18.375708603116962,117.0,74.0,1,0.02702702702702703,6.662162162162162,0,0,15.64,27.47,Fall,Smooth
108,2023-03-04,TE009,2023,3,1,9,9,2023-03-01,2023-03-31 23:59:59.999999,74.0,74.0,107.0,100.0,116.0,,88.75,90.875,17.269916039170546,107.0,74.0,1,0.027777777777777776,4.333333333333333,0,0,17.75,26.4,Summer,Smooth
105,2023-03-11,TE009,2023,3,1,10,10,2023-03-01,2023-03-31 23:59:59.999999,108.0,74.0,74.0,107.0,71.0,,90.75,89.875,19.345542122153105,108.0,74.0,0,0.047619047619047616,4.609523809523809,1,0,37.61,26.85,Summer,Smooth
80,2023-03-18,TE009,2023,3,1,11,11,2023-03-01,2023-03-31 23:59:59.999999,105.0,108.0,74.0,74.0,68.0,,90.25,94.125,18.803811670332518,108.0,74.0,1,0.05,6.125,1,0,6.51,30.81,Summer,Smooth
110,2023-03-25,TE009,2023,3,1,12,12,2023-03-01,2023-03-31 23:59:59.999999,80.0,105.0,108.0,74.0,117.0,,91.75,95.625,17.25060385416503,108.0,74.0,1,0.01818181818181818,4.4363636363636365,0,0,23.56,29.05,Summer,Smooth
65,2023-04-01,TE009,2023,4,2,13,13,2023-04-01,2023-04-30 23:59:59.999999,110.0,80.0,105.0,108.0,100.0,116.0,100.75,94.75,13.985111130532118,110.0,80.0,1,0.046153846153846156,7.476923076923077,1,0,25.75,27.86,Summer,Smooth
91,2023-04-08,TE009,2023,4,2,14,14,2023-04-01,2023-04-30 23:59:59.999999,65.0,110.0,80.0,105.0,107.0,71.0,90.0,90.375,21.213203435596427,110.0,65.0,0,0.054945054945054944,5.208791208791209,0,0,25.53,29.32,Summer,Smooth
67,2023-04-15,TE009,2023,4,2,15,15,2023-04-01,2023-04-30 23:59:59.999999,91.0,65.0,110.0,80.0,74.0,68.0,86.5,88.375,18.947295321496416,110.0,65.0,1,0.029850746268656716,7.223880597014926,0,0,4.41,28.71,Summer,Smooth
71,2023-04-22,TE009,2023,4,2,16,16,2023-04-01,2023-04-30 23:59:59.999999,67.0,91.0,65.0,110.0,74.0,117.0,83.25,87.5,21.391197566600457,110.0,65.0,1,0.056338028169014086,6.647887323943662,0,0,7.43,29.59,Summer,Smooth
79,2023-04-29,TE009,2023,4,2,17,17,2023-04-01,2023-04-30 23:59:59.999999,71.0,67.0,91.0,65.0,108.0,100.0,73.5,87.125,11.930353445448851,91.0,65.0,1,0.06329113924050633,5.987341772151899,0,0,6.57,31.85,Summer,Smooth
95,2023-05-06,TE009,2023,5,2,18,18,2023-05-01,2023-05-31 23:59:59.999999,79.0,71.0,67.0,91.0,105.0,107.0,77.0,83.5,10.583005244258361,91.0,67.0,1,0.07368421052631578,4.71578947368421,0,0,15.42,29.74,Summer,Smooth
88,2023-05-13,TE009,2023,5,2,19,19,2023-05-01,2023-05-31 23:59:59.999999,95.0,79.0,71.0,67.0,80.0,74.0,78.0,82.25,12.382783747337806,95.0,67.0,1,0.06818181818181818,5.443181818181818,0,0,20.56,29.51,Summer,Smooth
121,2023-05-20,TE009,2023,5,2,20,20,2023-05-01,2023-05-31 23:59:59.999999,88.0,95.0,79.0,71.0,110.0,74.0,83.25,83.25,10.468205831628135,95.0,71.0,1,0.06611570247933884,3.8016528925619837,1,0,4.4,30.92,Summer,Smooth
90,2023-05-27,TE009,2023,5,2,21,21,2023-05-01,2023-05-31 23:59:59.999999,121.0,88.0,95.0,79.0,65.0,108.0,95.75,84.625,18.062391868188445,121.0,79.0,1,0.022222222222222223,5.0777777777777775,0,0,5.18,26.86,Summer,Smooth
104,2023-06-03,TE009,2023,6,2,22,22,2023-06-01,2023-06-30 23:59:59.999999,90.0,121.0,88.0,95.0,91.0,105.0,98.5,87.75,15.286159317064136,121.0,88.0,1,0.057692307692307696,4.548076923076923,1,0,52.96,27.91,Monsoon,Smooth
82,2023-06-10,TE009,2023,6,2,23,23,2023-06-01,2023-06-30 23:59:59.999999,104.0,90.0,121.0,88.0,67.0,80.0,100.75,89.375,15.26160760426852,121.0,88.0,1,0.024390243902439025,5.439024390243903,0,0,142.85,23.34,Monsoon,Smooth
116,2023-06-17,TE009,2023,6,2,24,24,2023-06-01,2023-06-30 23:59:59.999999,82.0,104.0,90.0,121.0,71.0,110.0,99.25,91.25,17.114808402861737,121.0,82.0,1,0.017241379310344827,3.7844827586206895,0,0,178.14,23.08,Monsoon,Smooth
115,2023-06-24,TE009,2023,6,2,25,25,2023-06-01,2023-06-30 23:59:59.999999,116.0,82.0,104.0,90.0,79.0,65.0,98.0,96.875,15.055453054181621,116.0,82.0,1,0.034782608695652174,4.017391304347826,0,0,107.33,24.74,Monsoon,Smooth
114,2023-07-01,TE009,2023,7,3,26,26,2023-07-01,2023-07-31 23:59:59.999999,115.0,116.0,82.0,104.0,95.0,91.0,104.25,101.375,15.79820664927932,116.0,82.0,1,0.06140350877192982,3.9298245614035086,1,0,133.54,26.49,Monsoon,Smooth
85,2023-07-08,TE009,2023,7,3,27,27,2023-07-01,2023-07-31 23:59:59.999999,114.0,115.0,116.0,82.0,88.0,67.0,106.75,103.75,16.520189667999176,116.0,82.0,1,0.047058823529411764,5.376470588235295,0,0,151.5,24.28,Monsoon,Smooth
87,2023-07-15,TE009,2023,7,3,28,28,2023-07-01,2023-07-31 23:59:59.999999,85.0,114.0,115.0,116.0,121.0,71.0,107.5,103.375,15.022205785658333,116.0,85.0,1,0.06896551724137931,4.988505747126437,0,0,144.84,20.0,Monsoon,Smooth
83,2023-07-22,TE009,2023,7,3,29,29,2023-07-01,2023-07-31 23:59:59.999999,87.0,85.0,114.0,115.0,90.0,79.0,100.25,99.125,16.479785597310826,115.0,85.0,1,0.07228915662650602,5.289156626506024,0,0,163.92,28.49,Monsoon,Smooth
68,2023-07-29,TE009,2023,7,3,30,30,2023-07-01,2023-07-31 23:59:59.999999,83.0,87.0,85.0,114.0,104.0,95.0,92.25,98.25,14.591664287073858,114.0,83.0,1,0.014705882352941176,6.573529411764706,0,0,36.49,24.29,Monsoon,Smooth
114,2023-08-05,TE009,2023,8,3,31,31,2023-08-01,2023-08-31 23:59:59.999999,68.0,83.0,87.0,85.0,82.0,88.0,80.75,93.75,8.65544144839919,87.0,68.0,1,0.07017543859649122,3.736842105263158,0,0,145.21,23.33,Monsoon,Smooth
66,2023-08-12,TE009,2023,8,3,32,32,2023-08-01,2023-08-31 23:59:59.999999,114.0,68.0,83.0,87.0,116.0,121.0,88.0,97.75,19.16594201528674,114.0,68.0,1,0.06060606060606061,6.454545454545454,0,0,20.37,21.67,Monsoon,Smooth
77,2023-08-19,TE009,2023,8,3,33,33,2023-08-01,2023-08-31 23:59:59.999999,66.0,114.0,68.0,83.0,115.0,90.0,82.75,91.5,22.171678631383177,114.0,66.0,0,0.025974025974025976,5.441558441558442,0,0,133.09,28.82,Monsoon,Smooth
103,2023-08-26,TE009,2023,8,3,34,34,2023-08-01,2023-08-31 23:59:59.999999,77.0,66.0,114.0,68.0,114.0,104.0,81.25,86.75,22.351360883251235,114.0,66.0,0,0.04854368932038835,4.213592233009709,0,0,180.13,29.0,Monsoon,Smooth
87,2023-09-02,TE009,2023,9,3,35,35,2023-09-01,2023-09-30 23:59:59.999999,103.0,77.0,66.0,114.0,85.0,82.0,90.0,85.375,22.28601953392904,114.0,66.0,1,0.022988505747126436,4.896551724137931,0,0,36.38,24.76,Fall,Smooth
94,2023-09-09,TE009,2023,9,3,36,36,2023-09-01,2023-09-30 23:59:59.999999,87.0,103.0,77.0,66.0,87.0,116.0,83.25,85.625,15.713582235335986,103.0,66.0,1,0.02127659574468085,4.468085106382978,0,0,6.71,21.77,Fall,Smooth
72,2023-09-16,TE009,2023,9,3,37,37,2023-09-01,2023-09-30 23:59:59.999999,94.0,87.0,103.0,77.0,83.0,115.0,90.25,86.5,10.996211468804457,103.0,77.0,1,0.013888888888888888,6.041666666666667,1,0,5.74,21.26,Fall,Smooth
121,2023-09-23,TE009,2023,9,3,38,38,2023-09-01,2023-09-30 23:59:59.999999,72.0,94.0,87.0,103.0,68.0,114.0,89.0,85.125,13.089435944047908,103.0,72.0,0,0.03305785123966942,3.5041322314049586,0,0,1.01,21.49,Fall,Smooth
101,2023-09-30,TE009,2023,9,3,39,39,2023-09-01,2023-09-30 23:59:59.999999,121.0,72.0,94.0,87.0,114.0,85.0,93.5,91.75,20.502032419575706,121.0,72.0,1,0.019801980198019802,4.148514851485149,0,0,43.22,18.12,Fall,Smooth
79,2023-10-07,TE009,2023,10,4,40,40,2023-10-01,2023-10-31 23:59:59.999999,101.0,121.0,72.0,94.0,66.0,87.0,97.0,90.125,20.215505600075073,121.0,72.0,0,0.0379746835443038,5.113924050632911,0,0,35.44,20.39,Fall,Smooth
68,2023-10-14,TE009,2023,10,4,41,41,2023-10-01,2023-10-31 23:59:59.999999,79.0,101.0,121.0,72.0,77.0,83.0,93.25,91.75,22.246722605064026,121.0,72.0,0,0.058823529411764705,6.205882352941177,1,0,1.56,18.41,Fall,Smooth
108,2023-10-21,TE009,2023,10,4,42,42,2023-10-01,2023-10-31 23:59:59.999999,68.0,79.0,101.0,121.0,103.0,68.0,92.25,90.625,23.57081528783706,121.0,68.0,1,0.037037037037037035,3.9444444444444446,1,0,12.19,20.58,Fall,Smooth
118,2023-10-28,TE009,2023,10,4,43,43,2023-10-01,2023-10-31 23:59:59.999999,108.0,68.0,79.0,101.0,87.0,114.0,89.0,91.25,18.672618098881223,108.0,68.0,1,0.05084745762711865,3.6440677966101696,0,0,8.44,27.25,Fall,Smooth
84,2023-11-04,TE009,2023,11,4,44,44,2023-11-01,2023-11-30 23:59:59.999999,118.0,108.0,68.0,79.0,94.0,66.0,93.25,95.125,23.59908190304586,118.0,68.0,0,0.023809523809523808,5.011904761904762,0,0,10.33,25.62,Fall,Smooth
75,2023-11-11,TE009,2023,11,4,45,45,2023-11-01,2023-11-30 23:59:59.999999,84.0,118.0,108.0,68.0,72.0,77.0,94.5,93.875,22.708295107001465,118.0,68.0,1,0.04,5.68,1,0,7.5,19.85,Fall,Smooth
98,2023-11-18,TE009,2023,11,4,46,46,2023-11-01,2023-11-30 23:59:59.999999,75.0,84.0,118.0,108.0,121.0,103.0,96.25,94.25,20.1059692628831,118.0,75.0,0,0.061224489795918366,4.020408163265306,0,0,34.64,20.96,Fall,Smooth
108,2023-11-25,TE009,2023,11,4,47,47,2023-11-01,2023-11-30 23:59:59.999999,98.0,75.0,84.0,118.0,101.0,87.0,93.75,91.375,18.73276986103941,118.0,75.0,1,0.037037037037037035,3.8981481481481484,0,0,39.75,22.77,Fall,Smooth
92,2023-12-02,TE009,2023,12,4,48,48,2023-12-01,2023-12-31 23:59:59.999999,108.0,98.0,75.0,84.0,79.0,94.0,91.25,92.25,14.637281168304444,108.0,75.0,0,0.05434782608695652,4.554347826086956,0,0,33.63,18.33,Winter,Smooth
86,2023-12-09,TE009,2023,12,4,49,49,2023-12-01,2023-12-31 23:59:59.999999,92.0,108.0,98.0,75.0,68.0,72.0,93.25,93.875,13.841363131329706,108.0,75.0,1,0.03488372093023256,4.5813953488372094,0,0,2.72,17.3,Winter,Smooth
65,2023-12-16,TE009,2023,12,4,50,50,2023-12-01,2023-12-31 23:59:59.999999,86.0,92.0,108.0,98.0,108.0,121.0,96.0,96.125,9.380831519646856,108.0,86.0,1,0.046153846153846156,6.415384615384616,0,0,45.2,13.01,Winter,Smooth
91,2023-12-23,TE009,2023,12,4,51,51,2023-12-01,2023-12-31 23:59:59.999999,65.0,86.0,92.0,108.0,118.0,101.0,87.75,90.75,17.783419243778738,108.0,65.0,1,0.04395604395604396,4.362637362637362,1,0,32.24,13.35,Winter,Smooth
95,2023-12-30,TE009,2023,12,4,52,52,2023-12-01,2023-12-31 23:59:59.999999,91.0,65.0,86.0,92.0,84.0,79.0,83.5,87.375,12.609520212918486,92.0,65.0,1,0.042105263157894736,4.105263157894737,0,0,36.46,15.79,Winter,Smooth
106,2024-01-06,TE009,2024,1,1,1,0,2024-01-01,2024-01-31 23:59:59.999999,95.0,91.0,65.0,86.0,75.0,68.0,84.25,88.75,13.351029922818684,95.0,65.0,1,0.02830188679245283,3.8962264150943398,0,0,18.88,11.15,Winter,Smooth
104,2024-01-13,TE009,2024,1,1,2,1,2024-01-01,2024-01-31 23:59:59.999999,106.0,95.0,91.0,65.0,98.0,108.0,89.25,92.625,17.366154822911525,106.0,65.0,0,0.038461538461538464,3.7211538461538463,0,0,25.47,16.36,Winter,Smooth
67,2024-01-20,TE009,2024,1,1,3,2,2024-01-01,2024-01-31 23:59:59.999999,104.0,106.0,95.0,91.0,108.0,118.0,99.0,93.375,7.164728420068218,106.0,91.0,1,0.029850746268656716,5.686567164179104,1,0,43.35,12.94,Winter,Smooth
103,2024-01-27,TE009,2024,1,1,4,3,2024-01-01,2024-01-31 23:59:59.999999,67.0,104.0,106.0,95.0,92.0,84.0,93.0,88.25,17.981471945681566,106.0,67.0,1,0.02912621359223301,3.8349514563106797,0,0,31.67,12.17,Winter,Smooth
89,2024-02-03,TE009,2024,2,1,5,4,2024-02-01,2024-02-29 23:59:59.999999,103.0,67.0,104.0,106.0,86.0,75.0,95.0,89.625,18.708286933869704,106.0,67.0,1,0.0449438202247191,4.49438202247191,1,0,30.65,25.43,Fall,Smooth
